age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
25,4,146154,11,2,3,3,4,0,0,1712,49,39,0
59,4,403323,9,6,7,3,4,0,0,0,40,39,1
62,4,174758,3,0,14,0,4,0,0,1847,57,39,0
61,4,184219,11,4,1,4,4,1,0,0,20,39,0
61,6,127362,11,2,4,1,4,1,0,0,40,39,0
38,4,281871,11,0,6,5,4,1,0,0,48,39,0
47,4,64854,9,2,1,4,3,1,7775,1843,40,39,0
25,4,282953,6,2,9,4,2,1,9922,0,40,39,0
48,4,175668,15,2,1,0,4,0,0,0,40,39,0
61,4,395012,3,2,4,1,4,1,0,0,40,39,0
39,4,125396,9,2,4,0,2,1,0,1598,40,39,0
60,4,152666,11,0,13,0,4,1,0,0,69,39,1
25,4,68380,15,4,9,3,4,1,0,0,46,39,0
25,4,68223,11,4,10,4,2,0,0,0,50,39,0
25,4,180661,8,4,3,3,4,1,0,0,40,39,1
25,4,285564,11,4,10,0,4,0,0,0,49,39,0
25,4,186926,11,0,10,5,4,1,0,0,34,39,0
63,4,251014,4,5,7,0,4,1,0,0,40,39,0
39,4,135288,11,4,10,2,4,0,0,0,49,0,0
37,4,74066,12,4,4,0,4,0,0,0,40,39,0
25,4,294653,15,4,1,5,4,0,0,0,18,40,0
25,7,181851,15,4,0,1,4,1,0,0,40,39,0
46,4,184084,13,2,8,3,4,0,8370,0,25,39,0
62,4,62770,9,4,2,0,4,1,9772,0,40,39,1
47,4,265943,15,2,1,1,2,1,0,1860,40,39,1
62,4,194741,11,4,9,2,2,0,0,0,40,39,1
38,4,413315,11,4,4,1,4,0,7198,0,40,39,0
46,4,139347,11,4,14,0,4,0,0,0,48,39,0
26,4,180537,9,0,1,4,4,0,0,0,40,39,1
62,4,184686,11,2,0,3,4,0,0,0,40,39,0
37,4,328855,11,2,4,4,2,1,0,0,27,39,0
48,4,280559,9,2,6,2,4,0,0,0,45,39,0
48,4,193078,9,3,10,1,4,1,0,0,40,39,0
46,1,141873,12,3,4,0,4,1,0,1858,58,39,0
61,0,285018,9,0,6,1,2,1,9584,0,40,30,0
45,4,184141,6,2,0,0,4,1,0,0,47,39,1
37,4,177121,15,4,5,1,4,1,0,0,40,39,0
47,4,282811,15,6,14,0,4,0,0,0,40,39,0
62,1,178434,11,0,4,1,4,1,0,0,40,34,0
38,4,186095,9,0,11,0,4,0,0,0,20,39,0
60,4,71574,11,4,12,3,4,1,0,0,48,39,0
46,0,137736,14,4,7,0,4,0,0,0,55,39,0
61,7,297120,9,4,6,0,4,0,0,0,40,4,0
60,4,64664,11,2,4,0,4,1,0,0,40,39,1
26,4,192332,6,0,1,1,4,1,0,0,22,32,0
46,4,77115,15,4,4,0,4,1,7690,0,40,33,0
46,4,294471,9,2,3,3,4,1,0,0,48,39,0
61,2,282104,11,4,4,3,4,1,0,0,40,1,0
25,4,81466,11,0,10,3,4,1,8450,0,40,39,1
39,4,137671,4,2,6,0,4,1,0,0,71,39,1
63,4,267888,3,5,10,1,4,1,0,0,40,39,0
38,4,178653,3,4,0,1,2,1,0,0,24,39,0
47,4,191581,11,4,10,1,4,0,0,0,40,39,0
59,4,145957,9,3,2,1,4,0,0,0,48,2,0
60,4,67184,15,4,10,1,4,0,0,0,20,39,0
47,4,61908,1,2,4,0,1,1,0,1848,40,39,0
46,4,196192,3,4,4,3,4,0,0,0,40,39,0
63,4,188207,9,2,10,1,4,1,0,0,40,39,1
25,7,185780,9,4,1,1,4,1,0,0,40,22,0
25,4,145686,6,2,0,0,4,1,0,0,57,39,1
62,4,180566,0,2,10,1,4,1,0,0,23,39,0
25,4,393762,15,5,12,1,0,0,0,1716,40,25,0
46,1,179515,11,5,3,3,4,1,0,0,47,39,0
25,2,186060,15,4,5,2,3,1,0,0,40,39,0
38,4,180865,11,4,4,1,4,0,8142,0,71,39,0
47,4,135165,15,2,10,0,4,1,0,2051,19,39,0
38,4,131411,15,4,1,0,4,0,0,1991,40,39,0
38,4,145878,15,4,10,0,4,1,0,0,40,39,1
61,4,185056,6,2,4,0,4,0,0,0,40,27,0
38,4,183685,11,2,12,0,4,1,8608,0,40,39,1
26,4,138464,9,4,7,3,4,1,0,0,40,39,0
60,4,191360,7,2,8,3,4,1,0,0,40,39,1
47,0,134105,15,2,4,0,4,1,0,0,40,39,1
45,4,147378,15,2,8,4,4,0,0,0,40,39,1
46,1,286848,11,1,12,0,4,0,0,0,40,39,0
61,4,178814,11,2,3,0,4,1,0,0,34,39,1
38,4,309331,15,0,0,0,4,0,0,0,57,19,0
61,4,190872,0,4,3,1,4,1,7262,0,40,34,0
62,0,177810,15,4,7,3,4,0,0,0,47,39,0
38,4,188627,11,2,1,0,4,1,0,0,40,39,0
62,4,180666,15,4,8,4,4,0,0,0,40,39,0
37,4,293447,11,4,8,1,4,0,0,0,56,39,0
25,4,451545,9,2,4,0,4,1,0,0,40,39,0
25,4,62920,11,5,10,0,4,0,0,0,40,27,0
38,4,280092,9,4,6,3,4,0,0,0,48,39,0
25,4,192950,11,4,9,4,4,0,0,1595,26,39,0
38,4,290265,0,0,1,0,2,1,0,0,40,39,0
47,4,271353,15,2,12,3,4,0,0,0,40,32,0
46,4,314065,9,0,4,0,4,0,0,0,46,39,0
61,0,280143,9,4,4,1,2,1,0,0,40,39,1
46,4,141581,11,0,1,1,4,1,7890,0,36,39,0
25,4,137241,11,4,14,3,4,1,0,0,48,39,0
